Email address to receive invoices. If not set\, invoices will be sent to all team members.,Adresse e-mail destinée à recevoir les factures. Si elle n'est pas définie\, les factures seront envoyées à tous les membres de l'équipe.
Email is required,L'adresse e-mail est requise
Email-only delivery is only supported for (self-billing) invoices and credit notes,L'envoi par e-mail uniquement n'est pris en charge que pour les factures (d'autofacturation) et les avoirs
End datetime (exclusive) *,Date et heure de fin (exclue) *
End datetime is required,La date et l'heure de fin sont requises
End datetime must be after start datetime,La date et l'heure de fin doivent être postérieures à celles de début
Endpoint,Point de terminaison
Enter the recipient's Peppol ID. Format: [scheme]:[identifier],Saisissez l'identifiant Peppol du destinataire. Format : [schéma]:[identifiant]
Enterprise Number (Optional),Numéro d'entreprise (facultatif)
Enterprise number scheme 0106 or 0190 required,Le schéma de numéro d'entreprise 0106 ou 0190 est requis
Errors:,Erreurs :
Example Company,Entreprise exemple
Export Documents,Exporter les documents
Export all sent/received documents within a date range (max 1 month) as a ZIP archive.,Exportez tous les documents envoyés/reçus dans une plage de dates (un mois maximum) sous forme d'archive ZIP.
Exporting...,Exportation...
Failed to add document type: {0},Échec de l'ajout du type de document : {0}
Failed to add identifier: {0},Échec de l'ajout de l'identifiant : {0}
Failed to add integration: {0},Échec de l'ajout de l'intégration : {0}
Failed to add notification email address: {0},Échec de l'ajout de l'adresse e-mail de notification : {0}
Failed to create company,Échec de la création de l'entreprise
Failed to delete document type: {0},Échec de la suppression du type de document : {0}
Failed to delete identifier: {0},Échec de la suppression de l'identifiant : {0}
Failed to delete notification email address: {0},Échec de la suppression de l'adresse e-mail de notification : {0}
Failed to export documents. Please try again.,Échec de l'exportation des documents. Veuillez réessayer.
Failed to load company document types,Échec du chargement des types de documents de l'entreprise
Failed to load company identifiers: {0},Échec du chargement des identifiants de l'entreprise : {0}
Failed to load integrations: {0},Échec du chargement des intégrations : {0}
Failed to load notification email addresses: {0},Échec du chargement des adresses e-mail de notification : {0}
Failed to read file,Échec de la lecture du fichier
Failed to send document,Échec de l'envoi du document
Failed to update document type: {0},Échec de la mise à jour du type de document : {0}
Failed to update identifier: {0},Échec de la mise à jour de l'identifiant : {0}
Failed to update notification email address: {0},Échec de la mise à jour de l'adresse e-mail de notification : {0}
Failed to update subscription,Échec de la mise à jour de l'abonnement
False,Faux
Fill in the required fields to see a preview.,Renseignez les champs obligatoires pour afficher un aperçu.
Flat UBLs (all XMLs in root),UBL non imbriqués (tous les fichiers XML à la racine)
For Belgian businesses\, the VAT number will be used to infer the enterprise number.,Pour les entreprises belges\, le numéro de TVA servira à déduire le numéro d'entreprise.
For Dutch businesses\, the VAT number format is NL + 9 digits + B + 2 digits (e.g. NL123456789B01).,Pour les entreprises néerlandaises\, le format du numéro de TVA est NL + 9 chiffres + B + 2 chiffres (p. ex. NL123456789B01).
For French businesses\, the enterprise number is the 9 digit SIREN. A SIRET can be added as an extra Peppol identifier.,Pour les entreprises françaises\, le numéro d'entreprise est le numéro SIREN à 9 chiffres. Un numéro SIRET peut être ajouté comme identifiant Peppol supplémentaire.
For Dutch sellers\, the scheme identifier is required to be able to send invoices and credit notes.,Pour les vendeurs néerlandais\, l'identifiant de schéma est requis afin de pouvoir envoyer des factures et des avoirs.
For growing businesses with higher volumes,Pour les entreprises en croissance avec des volumes plus élevés
For small businesses sending every month,Pour les petites entreprises qui envoient des documents chaque mois
Free,Gratuit
Full Peppol participation: send documents and receive them from your network.,Participation complète à Peppol : envoyez des documents et recevez-en de votre réseau.
Generates a PDF of the document and embeds it as an attachment.,Génère un PDF du document et l'intègre comme pièce jointe.
Green,Vert
Hour,Heure
IBAN *,IBAN *
Identifier,Identifiant
Identifier added successfully,Identifiant ajouté avec succès
Identifier deleted successfully,Identifiant supprimé avec succès
Identifier is required,L'identifiant est requis
Identifier updated successfully,Identifiant mis à jour avec succès
Identifiers are used to identify your company in the Peppol network.,Les identifiants servent à identifier votre entreprise sur le réseau Peppol.
If enabled\, the company will be registered as a recipient in our SMP (the Peppol address book). This will allow you to send and receive documents. If disabled\, you will only be able to send documents via Recommand.,Si cette option est activée\, l'entreprise sera enregistrée comme destinataire dans notre SMP (l'annuaire Peppol). Vous pourrez alors envoyer et recevoir des documents. Si elle est désactivée\, vous pourrez uniquement envoyer des documents via Recommand.
If no Peppol recipient is provided\, email will be the primary delivery method regardless of this setting.,Si aucun destinataire Peppol n'est indiqué\, l'e-mail sera le principal mode d'envoi indépendamment de ce paramètre.
Include generated PDF,Inclure le PDF généré
Include incoming documents,Inclure les documents entrants
Include outgoing documents,Inclure les documents sortants
Incoming documents,Documents entrants
Incoming invoices,Factures entrantes
Integration added successfully,Intégration ajoutée avec succès
Invoice ID *,Identifiant de facture *
Invoice Lines *,Lignes de facture *
Invoice Number *,Numéro de facture *
Invoice number or reference,Numéro ou référence de facture
Issue Date,Date d'émission
Item Name *,Nom de l'article *
JSON document,Document JSON
JavaScript Fetch,Fetch JavaScript
Kilogram,Kilogramme
Last month,Mois dernier
Leave blank to auto-detect from the document type,Laissez vide pour détecter automatiquement à partir du type de document
Leave blank to auto-detect from your XML (if possible),Laissez vide pour détecter automatiquement à partir de votre XML (si possible)
Leave empty to send via email only.,Laissez vide pour envoyer uniquement par e-mail.
Line Total:,Total de la ligne :
Liter,Litre
Live preview of the API request that will be sent,Aperçu en direct de la requête API qui sera envoyée
Loaded: {0},Chargé : {0}
Loading companies...,Chargement des entreprises...
Manage email notifications for documents,Gérer les notifications par e-mail pour les documents
Manage integrations for this company,Gérer les intégrations de cette entreprise
Manage your company document types,Gérer les types de documents de votre entreprise
Manage your company identifiers,Gérer les identifiants de votre entreprise
Megawatt hour (MWh),Mégawattheure (MWh)
Meter,Mètre
Month,Mois
Most popular,Le plus populaire
Need more than {0} documents per month? Contact us for a custom plan.,Besoin de plus de {0} documents par mois ? Contactez-nous pour un forfait personnalisé.
Nested structure (document packages),Structure imbriquée (paquets de documents)
Net Total:,Total net :
Net: €{0},Net : {0} €
New companies cannot be created in {0}\, and existing companies cannot switch to it. We are working on supporting more countries in the future. Would you like to see support for {1}? Let us know via support@recommand.eu.,Il n'est pas possible de créer de nouvelles entreprises en {0} ni d'y transférer des entreprises existantes. Nous travaillons à la prise en charge d'autres pays. Souhaitez-vous que {1} soit pris en charge ? Faites-le-nous savoir à support@recommand.eu.
Next,Suivant
No attachments added yet.,Aucune pièce jointe ajoutée pour le moment.
No companies available,Aucune entreprise disponible
No configurable capabilities available for this integration.,Aucune fonctionnalité configurable disponible pour cette intégration.
No configurable fields available for this integration.,Aucun champ configurable disponible pour cette intégration.
No customers found.,Aucun client trouvé.
No detailed error information available.,Aucune information détaillée sur l'erreur n'est disponible.
No document type selected for editing,Aucun type de document sélectionné pour modification
No document types found,Aucun type de document trouvé
No identifier selected for editing,Aucun identifiant sélectionné pour modification
No identifiers found,Aucun identifiant trouvé
No integrations configured,Aucune intégration configurée
No notification email address selected for editing,Aucune adresse e-mail de notification sélectionnée pour modification
No notification emails configured,Aucun e-mail de notification configuré
No scheme found.,Aucun schéma trouvé.
Not sent over Peppol network,Non envoyé via le réseau Peppol
Not specified,Non précisé
Note,Note
Notification email address added successfully,Adresse e-mail de notification ajoutée avec succès
Notification email address deleted successfully,Adresse e-mail de notification supprimée avec succès
Notification email address updated successfully,Adresse e-mail de notification mise à jour avec succès
Notifications,Notifications
Notify for,Notifier pour
One,Unité
Only if Peppol fails,Uniquement en cas d'échec de Peppol
Optional description,Description facultative
Optionally attach supporting documents such as PDFs or images. Files are embedded in the Peppol document.,Vous pouvez joindre des justificatifs tels que des PDF ou des images. Les fichiers sont intégrés au document Peppol.
Or choose a file to fill the XML textarea below,Ou choisissez un fichier pour remplir la zone XML ci-dessous
Outgoing documents,Documents sortants
Outgoing invoices,Factures sortantes
Output type *,Type de sortie *
PDF filename,Nom du fichier PDF
Payment Information,Informations de paiement
Payment Reference,Référence de paiement
Peppol address for invoice delivery. If not set\, we will try to derive it from your VAT number or deliver the invoice via email.,Adresse Peppol de livraison des factures. Si elle n'est pas définie\, nous tenterons de la déduire de votre numéro de TVA ou d'envoyer la facture par e-mail.
Peppol address: {0},Adresse Peppol : {0}
Peppol addresses,Adresses Peppol
Peppol identifiers are the addresses your company uses on the Peppol network. By default\, identifiers were created from your enterprise or VAT number. You can add additional identifiers here if needed.,Les identifiants Peppol sont les adresses utilisées par votre entreprise sur le réseau Peppol. Par défaut\, ils ont été créés à partir de votre numéro d'entreprise ou de TVA. Vous pouvez en ajouter ici si nécessaire.
Phone (Optional),Téléphone (facultatif)
Please enter a recipient Peppol ID or configure email delivery,Veuillez saisir l'identifiant Peppol d'un destinataire ou configurer l'envoi par e-mail
Please select a company,Veuillez sélectionner une entreprise
Please select at least one notification type,Veuillez sélectionner au moins un type de notification
Please upload an XML file,Veuillez téléverser un fichier XML
Postal Code,Code postal
Price *,Prix *
Process ID (optional),Identifiant de processus (facultatif)
Process ID is required,L'identifiant de processus est requis
Product or service,Produit ou service
Professional,Professional
Quantity *,Quantité *
Raw XML Document,Document XML brut
Reason for credit note,Motif de l'avoir
Reason why the credit note is exempt from VAT,Motif d'exonération de TVA de l'avoir
Reason why the invoice is exempt from VAT,Motif d'exonération de TVA de la facture
Receive documents only,Recevoir uniquement des documents
Recipient Peppol ID,Identifiant Peppol du destinataire
Register as recipient,S'enregistrer comme destinataire
Register your company in the Peppol network so suppliers can send you documents.,Enregistrez votre entreprise sur le réseau Peppol afin que les fournisseurs puissent vous envoyer des documents.
Request Body,Corps de la requête
Resume Subscription,Reprendre l'abonnement
Saving will require re-verification,L'enregistrement nécessitera une nouvelle vérification
Scheme,Schéma
Scheme is required,Le schéma est requis
Search scheme...,Rechercher un schéma...
Select Plan,Sélectionner un forfait
Select a company,Sélectionner une entreprise
Select a country,Sélectionner un pays
Select a customer...,Sélectionner un client...
Select a preset...,Sélectionner un préréglage...
Select an integration to connect to this company.,Sélectionnez une intégration à connecter à cette entreprise.
Select scheme...,Sélectionner un schéma...
Seller Information (Auto-populated),Informations sur le vendeur (renseignées automatiquement)
Seller Information *,Informations sur le vendeur *
Seller details,Informations sur le vendeur
Send Document,Envoyer le document
Send and receive documents,Envoyer et recevoir des documents
Send documents only,Envoyer uniquement des documents
Send via Email,Envoyer par e-mail
Sending & receiving,Envoi et réception
Sending Company *,Entreprise expéditrice *
Sending...,Envoi...
Sent via email to:,Envoyé par e-mail à :
Setup Payment Method,Configurer le moyen de paiement
Skip Billing,Ignorer la facturation
Skip Setup with Playground,Ignorer la configuration avec un environnement de test
Skip Subscription - Create Playground,Ignorer l'abonnement — créer un environnement de test
Skip billing setup by creating a playground to test your Peppol API integrations without billing requirements\, or switch to another team.,Ignorez la configuration de la facturation en créant un environnement de test pour vos intégrations à l'API Peppol sans exigences de facturation\, ou passez à une autre équipe.
Skip for now,Ignorer pour le moment
Skip subscription setup by creating a playground to test your Peppol API integrations without billing requirements\, or switch to another team.,Ignorez la configuration de l'abonnement en créant un environnement de test pour vos intégrations à l'API Peppol sans exigences de facturation\, ou passez à une autre équipe.
Skip the current setup by switching to another team or creating a playground to test your Peppol API integrations without billing requirements.,Ignorez la configuration actuelle en passant à une autre équipe ou en créant un environnement de test pour vos intégrations à l'API Peppol sans exigences de facturation.
Some fields have been pre-filled from your billing profile.,Certains champs ont été préremplis à partir de votre profil de facturation.
Start Verification,Lancer la vérification
Start datetime (inclusive) *,Date et heure de début (incluse) *
Start datetime is required,La date et l'heure de début sont requises
Step {0} of {1},Étape {0} sur {1}
Street Address,Adresse
Street Address 2,Complément d'adresse
Subscription updated successfully,Abonnement mis à jour avec succès
Suite 100,Bureau 100
Switch Team or Create Playground,Changer d'équipe ou créer un environnement de test
Switch to existing team,Passer à une équipe existante
Switched team successfully,Équipe changée avec succès
Thank you for your business,Merci pour votre confiance
The VAT or enterprise number changed. Saving will revoke open verification sessions and any current verification status\, and the company will need to be verified again.,Le numéro de TVA ou d'entreprise a changé. L'enregistrement révoquera les sessions de vérification ouvertes et le statut de vérification actuel\, et l'entreprise devra être vérifiée à nouveau.
The token is used to authenticate the integration with the external service.,Le jeton sert à authentifier l'intégration auprès du service externe.
This is how your customer will see the generated billing document if you include it.,Voici comment votre client verra le document de facturation généré si vous l'incluez.
This month,Ce mois-ci
To send or receive documents on behalf of {0}\, you must verify your identity to confirm you are authorized to act for this company.,Pour envoyer ou recevoir des documents au nom de {0}\, vous devez vérifier votre identité afin de confirmer que vous êtes autorisé à agir pour cette entreprise.
Token,Jeton
Total Gross:,Total brut :
Total VAT:,Total TVA :
True,Vrai
Try again,Réessayer
Try out Peppol\, no credit card needed,Essayez Peppol sans carte bancaire
Unit,Unité
Unsupported file type. Allowed types: CSV\, PDF\, PNG\, JPG\, XLSX\, ODS.,Type de fichier non pris en charge. Types autorisés : CSV\, PDF\, PNG\, JPG\, XLSX\, ODS.
Update,Mettre à jour
Updated: {0},Mis à jour : {0}
Upgrade or change your current plan,Améliorez ou modifiez votre forfait actuel
Upload XML file,Téléverser un fichier XML
Upload file,Téléverser un fichier
Upload or paste your UBL-formatted XML document here. The document should be compliant with the Peppol BIS 3.0 standard.,Téléversez ou collez ici votre document XML au format UBL. Il doit être conforme à la norme Peppol BIS 3.0.
Use Recommand to send Peppol documents to your customers.,Utilisez Recommand pour envoyer des documents Peppol à vos clients.
VAT %,TVA %
VAT Category,Catégorie de TVA
VAT Exemption Reason *,Motif d'exonération de TVA *
VAT Number (Optional),Numéro de TVA (facultatif)
VAT: {0},TVA : {0}
VAT: €{0} | Total: €{1},TVA : {0} € | Total : {1} €
Validating payment mandate...,Validation du mandat de paiement...
Webhook URL,URL du webhook
What do you want to use Recommand for with this company?,Comment souhaitez-vous utiliser Recommand avec cette entreprise ?
When to send email,Quand envoyer l'e-mail
XML Document *,Document XML *
XML and any document attachments are always included. You can also attach a generated document preview (PDF) and a small JSON document with key document details.,Le XML et les éventuelles pièces jointes du document sont toujours inclus. Vous pouvez également joindre un aperçu généré (PDF) et un petit document JSON contenant les principales informations du document.
XML file is too large (max 5MB),Le fichier XML est trop volumineux (5 Mo maximum)
You can use HTML tags for formatting. The document will be attached as XML\, plus any embedded attachments (optionally including a generated PDF).,Vous pouvez utiliser des balises HTML pour la mise en forme. Le document sera joint au format XML\, avec les éventuelles pièces jointes intégrées (dont un PDF généré facultatif).
You must be in a team to complete this step,Vous devez appartenir à une équipe pour terminer cette étape
cURL Command,Commande cURL
documents included,documents inclus
e.g.\, 0208 (Belgium),p. ex.\, 0208 (Belgique)
e.g.\, 1012081766,p. ex.\, 1012081766
e.g.\, urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,p. ex.\, urn:fdc:peppol.eu:2017:poacc:billing:01:1.0
e.g.\, urn:oasis:names:specification:ubl:schema:xsd:Invoice-2::Invoice##urn:cen.eu:en16931:2017#compliant#urn:fdc:peppol.eu:2017:poacc:billing:3.0::2.1,p. ex.\, urn:oasis:names:specification:ubl:schema:xsd:Invoice-2::Invoice##urn:cen.eu:en16931:2017#compliant#urn:fdc:peppol.eu:2017:poacc:billing:3.0::2.1
{0} copied to clipboard,{0} copié dans le presse-papiers
{0} is currently not supported,{0} n'est pas encore pris en charge
{0} is partially supported,{0} est partiellement pris en charge
€{0} per extra document,{0} € par document supplémentaire
✓ Sent over Peppol network,✓ Envoyé via le réseau Peppol
✓ Sent to {0},✓ Envoyé à {0}
Harvest,Harvest
Automatically send invoices made in Harvest to your customers via Peppol.,Envoyez automatiquement à vos clients via Peppol les factures créées dans Harvest.
Document Received,Document reçu
A document has been received for your company. If enabled\, the integration will be notified and can process the document.,Un document a été reçu pour votre entreprise. Si cette option est activée\, l'intégration en sera informée et pourra traiter le document.
Document Label Assigned,Libellé attribué au document
A document label has been assigned to the document. If enabled\, the integration will be notified and can process the document.,Un libellé a été attribué au document. Si cette option est activée\, l'intégration en sera informée et pourra traiter le document.
Document Label Unassigned,Libellé retiré du document
A document label has been unassigned from the document. If enabled\, the integration will be notified and can process the document.,Un libellé a été retiré du document. Si cette option est activée\, l'intégration en sera informée et pourra traiter le document.
External Service Notification,Notification d'un service externe
An notification has been received from the external service. If enabled\, the integration will be notified and can process the notification.,Une notification a été reçue du service externe. Si cette option est activée\, l'intégration en sera informée et pourra traiter la notification.
Frequent Sync,Synchronisation fréquente
The integration will be notified every few minutes to synchronize documents or perform other tasks.,L'intégration sera sollicitée toutes les quelques minutes pour synchroniser les documents ou effectuer d'autres tâches.
Hourly Sync,Synchronisation horaire
The integration will be notified every few hours to synchronize documents or perform other tasks.,L'intégration sera sollicitée toutes les quelques heures pour synchroniser les documents ou effectuer d'autres tâches.
Daily Sync,Synchronisation quotidienne
The integration will be notified every day to synchronize documents or perform other tasks.,L'intégration sera sollicitée chaque jour pour synchroniser les documents ou effectuer d'autres tâches.
Integration Setup,Configuration de l'intégration
Integration Teardown,Désinstallation de l'intégration
Task Retry,Nouvelle tentative de la tâche
France Peppol BIS Billing UBL Invoice,Facture UBL France Peppol BIS Billing
France Peppol BIS Billing UBL Credit Note,Avoir UBL France Peppol BIS Billing
SI-UBL 2.0 Invoice,Facture SI-UBL 2.0
SI-UBL 2.0 Credit Note,Avoir SI-UBL 2.0
Invoice Response,Réponse à une facture
France Invoicing CDAR,CDAR de facturation française
France UBL Invoice CIUS,Facture UBL France CIUS
France UBL Credit Note CIUS,Avoir UBL France CIUS
France UBL Invoice Extended,Facture UBL France Extended
France UBL Credit Note Extended,Avoir UBL France Extended
Vat Reverse Charge,Autoliquidation de la TVA
Exempt from Tax,Exonéré de TVA
Standard rate,Taux normal
Zero rated goods,Biens à taux zéro
Free export item\, VAT not charged,Article exporté exonéré de TVA
Services outside scope of tax,Services hors champ de la TVA
VAT exempt for EEA intra-community supply,Exonération de TVA pour livraison intracommunautaire dans l'EEE
Canary Islands general indirect tax,Impôt général indirect des îles Canaries
Tax for production\, services and importation in Ceuta and Melilla,Taxe sur la production\, les services et les importations à Ceuta et Melilla
Transferred (VAT)\, In Italy,TVA transférée en Italie
Starter,Starter
Professional 1000,Professional 1000
Professional 2500,Professional 2500
Professional 5000,Professional 5000
Enterprise,Enterprise
EN 16931 CII Invoice + Credit Note D22B,Facture + Avoir EN 16931 CII D22B
France CII Invoice + Credit Note CIUS,Facture + Avoir CII France CIUS
France CII Invoice + Credit Note CIUS (Non-Regulated),Facture + Avoir CII France CIUS (non réglementé)
France CII Invoice + Credit Note Extended,Facture + Avoir CII France Extended
France CII Invoice + Credit Note Extended (Non-Regulated),Facture + Avoir CII France Extended (non réglementé)
France Factur-X Invoice + Credit Note,Facture + Avoir France Factur-X
France Factur-X Invoice + Credit Note (Non-Regulated),Facture + Avoir France Factur-X (non réglementé)
France Invoicing CDAR (Non-Regulated),CDAR de facturation française (non réglementé)
France Peppol BIS Billing UBL Credit Note (Non-Regulated),Avoir UBL France Peppol BIS Billing (non réglementé)
France Peppol BIS Billing UBL Invoice (Non-Regulated),Facture UBL France Peppol BIS Billing (non réglementé)
France UBL Credit Note CIUS (Non-Regulated),Avoir UBL France CIUS (non réglementé)
France UBL Credit Note Extended (Non-Regulated),Avoir UBL France Extended (non réglementé)
France UBL Invoice CIUS (Non-Regulated),Facture UBL France CIUS (non réglementé)
France UBL Invoice Extended (Non-Regulated),Facture UBL France Extended (non réglementé)
A company verification finished,Une vérification d'entreprise s'est terminée
A document was received for a company,Un document a été reçu pour une entreprise
A document was sent by a company,Un document a été envoyé par une entreprise
Auto-generated PDF,PDF généré automatiquement
Company verification,Vérification d'entreprise
Document label assigned,Libellé de document attribué
Document label unassigned,Libellé de document retiré
Document received,Document reçu
Document sent,Document envoyé
Document type,Type de document
Embedded attachments,Pièces jointes intégrées
Error message,Message d'erreur
Label external ID,Identifiant externe du libellé
Receiver address,Adresse du destinataire
Sender address,Adresse de l'expéditeur
Verification status,Statut de vérification
XML document,Document XML
Rejected,Rejeté
Error,Erreur
Failed to load billing profile,Échec du chargement du profil de facturation
Billing profile updated successfully,Profil de facturation mis à jour avec succès
Failed to update billing profile,Échec de la mise à jour du profil de facturation
Failed to update payment method,Échec de la mise à jour du moyen de paiement
A company verification update was recorded for {0}.,Une mise à jour de la vérification d'entreprise a été enregistrée pour {0}.
Action required: Verify {0} on the Peppol network,Action requise : vérifiez {0} sur le réseau Peppol
Amount,Montant
As an authorised representative of this company\, you need to verify your identity to activate {0} for electronic document exchange through Peppol.,En tant que représentant autorisé de cette entreprise\, vous devez vérifier votre identité pour activer {0} pour l'échange électronique de documents via Peppol.
Billing date,Date de facturation
Company verification declined,Vérification d'entreprise refusée
Company verification request,Demande de vérification d'entreprise
Company verification status for {0}: {1},Statut de vérification de {0} : {1}
Company verification update,Mise à jour de la vérification d'entreprise
Company verification {0}: {1},Vérification d'entreprise pour {1} : {0}
Company verified,Entreprise vérifiée
Complete verification,Terminer la vérification
Dear {0}\,,Bonjour {0}\,
Document,Document
Document number,Numéro de document
Failed tasks,Tâches en échec
From,De
Go to your companies,Accéder à vos entreprises
Great news! {0} has been manually verified and is now active on the Peppol network.,Bonne nouvelle ! {0} a été vérifiée manuellement et est désormais active sur le réseau Peppol.
Hello\,,Bonjour\,
If you did not expect this request or have questions\, contact,Si vous n'attendiez pas cette demande ou si vous avez des questions\, contactez
If you have any questions\, contact,Si vous avez des questions\, contactez
Integration failure,Échec de l'intégration
Integration failure: {0} for {1},Échec de l'intégration : {0} pour {1}
Integration {0} failed for {1},L'intégration {0} a échoué pour {1}
Invoice reference,Référence de facture
Invoice {0},Facture {0}
Label assigned to document,Libellé attribué au document
Label assigned: {0} on {1},Libellé attribué : {0} sur {1}
Label removed from document,Libellé retiré du document
Label removed: {0} from {1},Libellé retiré : {0} de {1}
New {0} received,Nouveau document reçu : {0}
New {0} received: {1},Nouveau document reçu : {0} {1}
New {0} received for {1},Nouveau document reçu pour {1} : {0}
New {0} received from {1},Nouveau document reçu de {1} : {0}
Open company,Ouvrir l'entreprise
Open document,Ouvrir le document
Open report,Ouvrir le rapport
Open the document in Recommand to review the current labels and any follow-up actions.,Ouvrez le document dans Recommand pour consulter les libellés actuels et les actions de suivi éventuelles.
Open the document in Recommand to review the label assignment and continue processing it.,Ouvrez le document dans Recommand pour vérifier l'attribution du libellé et poursuivre son traitement.
Open your billing settings,Ouvrez vos paramètres de facturation
Payment failed,Échec du paiement
Payment failed for invoice {0},Échec du paiement de la facture {0}
Please review the integration configuration and ensure all required settings are correct.,Vérifiez la configuration de l'intégration et assurez-vous que tous les paramètres requis sont corrects.
Please update your payment method in your account settings\, or contact us at,Mettez à jour votre moyen de paiement dans les paramètres de votre compte ou contactez-nous à l'adresse
Recommand invoice {0},Facture Recommand {0}
Reference,Référence
Subtotal (excl. VAT),Sous-total (hors TVA)
Thank you for using Recommand. Please find the summary of your invoice below.,Merci d'utiliser Recommand. Vous trouverez ci-dessous le récapitulatif de votre facture.
Thank you for your understanding.,Merci de votre compréhension.
The document and any attachments are included with this email. Please review and take any necessary action.,Le document et ses éventuelles pièces jointes sont joints à cet e-mail. Veuillez les consulter et prendre les mesures nécessaires.
The integration {0} for company {1} failed during {2}.,L'intégration {0} de l'entreprise {1} a échoué lors de {2}.
The label {0} was assigned to a {1} for {2}.,Le libellé {0} a été attribué à un document ({1}) de {2}.
The label {0} was removed from a {1} for {2}.,Le libellé {0} a été retiré d'un document ({1}) de {2}.
The manual verification for {0} was declined.,La vérification manuelle de {0} a été refusée.
The {0} has been accepted for processing by our approved reporting partner. The reported data is included with this email for your records.,Le document ({0}) a été accepté pour traitement par notre partenaire de déclaration agréé. Les données déclarées sont jointes à cet e-mail pour vos archives.
The {0} has been delivered to the recipient through the Peppol network. The document and any attachments are included with this email for your records.,Le document ({0}) a été remis au destinataire via le réseau Peppol. Le document et ses éventuelles pièces jointes sont joints à cet e-mail pour vos archives.
This company is not active on the Peppol network yet. Please contact us if you believe this decision needs to be reviewed.,Cette entreprise n'est pas encore active sur le réseau Peppol. Contactez-nous si vous estimez que cette décision doit être réexaminée.
To,À
Total (incl. VAT),Total (TVA comprise)
Unknown company,Entreprise inconnue
Updated,Mise à jour
VAT ({0}%),TVA ({0} %)
We attempted to process the payment for your recent invoice\, but this was unsuccessful. Your payment method may need to be updated.,Nous avons tenté de traiter le paiement de votre facture récente\, sans succès. Votre moyen de paiement doit peut-être être mis à jour.
We have tried to deliver the invoice to you via the Peppol network. It is attached to this email for your records.,Nous avons tenté de vous remettre la facture via le réseau Peppol. Elle est jointe à cet e-mail pour vos archives.
You can now send and receive electronic documents through Peppol.,Vous pouvez désormais envoyer et recevoir des documents électroniques via Peppol.
You will need to provide proof of identity during this process.,Vous devrez fournir une preuve d'identité au cours de cette procédure.
Your company {0} has received a new {1} via the Peppol network.,Votre entreprise {0} a reçu un nouveau document via le réseau Peppol : {1}.
Your company {0} has successfully filed a {1} with the {2}.,Votre entreprise {0} a déposé un document auprès de {2} : {1}.
Your company {0} has successfully sent a {1} via the Peppol network.,Votre entreprise {0} a envoyé un document via le réseau Peppol : {1}.
to resolve this issue.,pour résoudre ce problème.
{0} ({1}) has asked you to complete the identity verification for {2} on the Peppol network.,{0} ({1}) vous a demandé de finaliser la vérification d'identité pour {2} sur le réseau Peppol.
{0} could not be verified on the Peppol network,{0} n'a pas pu être vérifiée sur le réseau Peppol
{0} filed,Document déposé : {0}
{0} filed successfully,Document déposé avec succès : {0}
{0} filed successfully: {1},Document déposé avec succès : {0} {1}
{0} filed with {1},Document déposé auprès de {1} : {0}
{0} has been verified on the Peppol network,{0} a été vérifiée sur le réseau Peppol
{0} sent,Document envoyé : {0}
{0} sent successfully,Document envoyé avec succès : {0}
{0} sent successfully for {1},Document envoyé avec succès pour {1} : {0}
{0} sent successfully: {1},Document envoyé avec succès : {0} {1}
{0} sent to {1},Document envoyé à {1} : {0}
{0} verification was declined,La vérification de {0} a été refusée
{0} was assigned to {1} {2},{0} a été attribué à {1} {2}
{0} was removed from {1} {2},{0} a été retiré de {1} {2}
{0} sent successfully to {1},Document envoyé avec succès à {1} : {0}
{0} filed successfully with {1},Document déposé avec succès auprès de {1} : {0}
Company activation in progress,Activation de l'entreprise en cours
Your identity has been verified. We are completing your company's network registration. This page will update automatically when activation is complete.,Votre identité a été vérifiée. Nous finalisons l'inscription de votre entreprise sur le réseau. Cette page sera automatiquement mise à jour une fois l'activation terminée.
Your request is being processed by our support team. You will receive a message when there is an update.,Notre équipe d’assistance traite votre demande. Vous recevrez un message dès qu’une mise à jour sera disponible.
